location_id,is_verified,is_hidden,is_location_screening_patients,is_location_collecting_specimens,location_name,location_address_street,location_address_locality,location_address_region,location_address_postal_code,lat,lng,location_place_of_service_type,location_contact_phone_main,location_contact_url_main,location_hours_of_operation,is_location_accepting_third_party_orders_for_testing,is_location_only_testing_patients_that_meet_criteria,is_location_by_appointment_only,location_contact_phone_appointments,location_contact_url_appointments,location_specific_testing_criteria,additional_information_for_patients,data_source,is_ready_for_prod,location_address_district,geometry
0bf3c20e-e939-4063-ae5f-6f1dc99f4495,f,f,t,f,Hill County Health Department,302 4th Avenue,Havre,Montana,,48.551272999999995,-109.6771,Public Health Department,406-265-5481,http://www.hillcountyhealth.com/,,,,,,,,,provider website,,,POINT (-109.6771 48.551273)
5fd0902a-ff00-4343-9459-d245ca373e9e,t,f,t,f,PhysicianOne - Stratford,1040 Barnum Ave.,Stratford,CT,6614.0,41.1995935,-73.1329782,Urgent Care,833-275-9644,https://www.ynhhs.org/patient-care/urgent-care.aspx,Call ahead,f,t,t,833-275-9644,https://www.ynhhs.org/ondemand.aspx,https://www.ynhhs.org/patient-care/covid-19/covid-19-testing.aspx,"Reach out to your doctor or healthcare facility if you have an upcoming appointment for latest information on hours of operation and visitor restrictions. Many offices are now offering telemedicine services during this time. We want to make sure you receive the care you need, when you need it. If you think you have COVID-19 symptoms, call your doctor or healthcare facility before visiting",provider website,,,POINT (-73.1329782 41.1995935)
4d66d647-e88c-4266-95ec-550a02328d58,f,f,t,f,Shorewood/Whitefish Bay Health Department,2010 East Shorewood Boulevard,Shorewood,Wisconsin,,43.087379999999996,-87.88484,Public Health Department,414-847-2710,http://villageofshorewood.org/index.asp?type=b_basic&sec={2c2215d1-d4da-4697-9c65-9a65780116f0},,,,,,,,,provider website,,,POINT (-87.88484 43.08738)
27c58ae8-b82f-466d-8791-8c5319bbe378,f,f,t,f,Apache County Health Department,935 S 1st W,St. Johns,Arizona,,34.504498,-109.37961000000001,Public Health Department,928-337-4364,,,,,,,,,,provider website,,,POINT (-109.37961 34.504498)
40d07146-262f-4a53-8246-a52c16130495,t,t,f,f,Easthampton Health Department,50 Payson Avenue,Easthampton,MA,,42.265879999999996,-72.67055,Public Health Department,413-529-1430,https://easthamptonma.gov/index.php/health-department,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-72.67055 42.26588)
6da5287c-af5c-479f-83ba-9a89ffcc0785,f,f,t,f,Whitingham Health Officer,2948 Vermont 100,Whitingham,Vermont,,42.798429,-72.823039,Public Health Department,802-368-7887,,,,,,,,,,provider website,,,POINT (-72.823039 42.798429)
10608ad3-7b39-42e5-b517-cbbf7b5362a5,f,f,t,f,Bay County Health Department,1200 Washington Avenue,Bay,Michigan,,43.602123,-83.88719,Public Health Department,989-895-4009,http://www.baycounty-mi.gov/health/default.aspx,,,,,,,,,provider website,,,POINT (-83.88719 43.602123)
460a7397-4594-4cb8-bd42-8e09d3a39275,f,f,t,f,Shrewsbury Health Officer,9823 Cold River Road,Shrewsbury,Vermont,,43.529026,-72.82748000000001,Public Health Department,802-492-3511,http://www.shrewsburyvt.org/health.php,,,,,,,,,provider website,,,POINT (-72.82748 43.529026)
27ffce0b-ca13-41aa-b3dd-dc73e301a97f,t,f,f,f,Jefferson County Public Health Department,1295 Pearl Street,Beaumont,TX,,30.077434999999998,-94.09232,Public Health Department,409-835-8350,http://www.co.jefferson.tx.us/publichealth.htm,"7:00 a.m. – 8:00 p.m., 7 days per week",t,t,f,,,,People can get tested for COVID‑19 at drive‑thru locations in certain parts of Texas. Locations may use different screening criteria to determine if you are able get tested. Please contact the drive‑thru provider to see what their testing criteria is. We will update the drive‑thru testing list as information becomes available,dph website,,,POINT (-94.09232 30.077435)
1af9d643-4dc5-4153-90d1-96c7ff187060,f,f,t,f,Iberia Parish Health Unit Services,121 West Pershing Street,New Iberia,Louisiana,,30.003311,-91.82136,Public Health Department,337-373-0021,http://www.iberiaparishgovernment.com/dept-health.asp,,,,,,,,,provider website,,,POINT (-91.82136 30.003311)
024883bb-658f-4da3-836a-eff7a574816c,f,f,t,f,Butte County Public Health Department,202 Mira Loma Drive,Oroville,California,,39.522484000000006,-121.55278999999999,Public Health Department,530-538-7581,http://buttecounty.net/publichealth/,,,,,,,,,provider website,,,POINT (-121.55279 39.522484)
34d531cd-54af-44ef-a22f-f95df47b2fd2,t,f,t,f,Yale New Haven Children's Hospital,1 Park Street,New Haven,CT,6510.0,41.3043831,-72.936538,Hospital,203-688-4242,https://www.ynhhs.org/locations/new-haven-1-park-street.aspx,Call ahead,t,t,t,833-275-9644,https://www.ynhhs.org/ondemand.aspx,https://www.ynhhs.org/patient-care/covid-19/covid-19-testing.aspx,"Reach out to your doctor or healthcare facility if you have an upcoming appointment for latest information on hours of operation and visitor restrictions. Many offices are now offering telemedicine services during this time. We want to make sure you receive the care you need, when you need it. If you think you have COVID-19 symptoms, call your doctor or healthcare facility before visiting",provider website,,,POINT (-72.936538 41.3043831)
32bc03c4-ea3c-4cb1-84cc-c88acf1785b5,f,f,t,f,Pennsylvania State Health Department,2 State Road,Effort,Pennsylvania,,40.979205,-75.429991,Public Health Department,570-836-2981,,,,,,,,,,provider website,,,POINT (-75.429991 40.979205)
9d80aefa-dbfd-461d-9f9c-b8b3a792d521,f,f,t,f,Dickinson County Health Department,202 East Helen Street,Herington,Kansas,,38.67955,-96.9415,Public Health Department,785-258-2741,,,,,,,,,,provider website,,,POINT (-96.9415 38.67955)
fb2a143b-ffa6-4e4b-befb-76ccf7ea4f87,f,f,t,f,Hampshire County Health Department,9 Hc 71,Augusta,West Virginia,,39.30003,-78.6260851,Public Health Department,304-496-9640,,,t,t,t,,,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,,,POINT (-78.6260851 39.30003)
53ad98d9-ddaa-4e98-84f1-51221ac7a373,t,f,t,f,Champaign - Urbana Public Health District,201 West Kenyon Road,Champaign,IL,,40.134440000000005,-88.24741999999999,Public Health Department,217-352-7961,http://www.c-uphd.org/,,f,t,f,,,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/diseases-a-z-list/coronavirus/health-care-providers/PUI-decision-matrix,"2019-nCoV Disclaimer: The contact information in this directory is for the ‘primary contact’ at each local health department and may not be the best point of contact for Novel Coronavirus (2019-nCoV) response activities. While you can still use this information, note that you will likely need to be redirected to a more appropriate contact person at the agency",entity website,,,POINT (-88.24742 40.13444)
384c1e09-eec8-4608-b573-d3a7ab09b025,t,t,t,t,North Bergen Health Department,1116 43rd St,North Bergen,NJ,,40.779720000000005,-74.026794,Public Health Department,201-392-2084,,7a-11p,f,t,t,,,FALSE,We encourage you to read through the FAQ section of the following site: https://covid19.nj.gov/faqs/nj-information/testing-information/where-are-testing-centers-in-new-jersey,dph website,,,POINT (-74.026794 40.77972)
5ef47124-5f0e-436c-9be7-7bbbd00a2ac7,f,t,f,f,West Newbury Board of Health,East Main Street,West Newbury,Massachusetts,,42.8099443,-71.0015748,Public Health Department,978-363-1100,,,,,,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-71.0015748 42.8099443)
dc55f805-950c-467d-8ce4-126d9414f79e,t,f,t,t,University of Maryland Shore Medical Center at Chestertown,100 Brown Street,Chestertown,MD,21620.0,39.21837,-76.064499,Medical Center,410-778-3300,https://www.umms.org/shore/locations/medical-center-chestertown,Call ahead,f,t,t,888-713-0711,,https://www.umms.org/coronavirus,,provider website,,,POINT (-76.064499 39.21837)
480ba208-b122-4655-b0ad-63e6dc3395d0,f,f,t,f,Caledonia Home Health Care and Hospice,161 Sherman Drive,St. Johnsbury,Vermont,,44.446983,-72.012,Public Health Department,802-748-8116,http://www.nchcvt.org/chhc.htm,,,,,,,,,provider website,,,POINT (-72.012 44.446983)
6131fde7-e63c-423b-b55d-0bf06d623652,f,f,f,f,Lee County Health Department,532 South Church Street,Tupelo,Mississippi,,34.2539,-88.70846,Public Health Department,662-841-9096,"http://www.msdh.ms.gov/msdhsite/_static/19,806,166.html",,f,t,f,,,,,provider website,,,POINT (-88.70846 34.2539)
2e8f6d15-4f2d-4ad4-b402-7fd09ca4875d,t,f,t,t,Kent Health Center,25742 104th Avenue Southeast,Kent,WA,,47.37186,-122.2024,Clinic,206-296-4500,,,t,t,t,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,,,POINT (-122.2024 47.37186)
f5c0b339-353b-4b0f-a1e2-d48bd68c15fc,f,f,t,f,Walthall County Health Department,903 Union Road,Tylertown,Mississippi,,31.130814,-90.138374,Public Health Department,601-876-4924,,,,,,,,,,provider website,,,POINT (-90.138374 31.130814)
2b1c99b3-1e71-43e0-8e04-cb1981c92e5d,f,f,t,f,Polk County Health Department,1290 Golfview Avenue,Bartow,Florida,,27.881937,-81.82245999999999,Public Health Department,863-519-7900,http://www.mypolkchd.org/,,,,,,,,,provider website,,,POINT (-81.82246 27.881937)
348d3a00-08d7-453c-a4a5-7d9a3ffd2dd2,f,f,t,f,North Central Health District,31 North Main Street,Enfield,Connecticut,,42.00028,-72.59799,Public Health Department,860-745-0383,http://www.ncdhd.org/offices/enfieldoff.htm,,,,,,,,,provider website,,,POINT (-72.59799 42.00028)
7962d65a-2bc0-4b90-8136-8c0c1d4a1a85,f,t,t,f,City of Danville Health Department,326 Taylor Drive,Danville,Virginia,,36.55792,-79.41096,Public Health Department,434-799-5190,http://www.vdh.state.va.us/lhd/pittsylvania/,,,,,,,,,provider website,,,POINT (-79.41096 36.55792)
76acbb13-944d-4cfc-b91a-42fc8a7c6c9e,f,f,t,t,Southeast District Health Department,601 J Street,Auburn,Nebraska,,40.39904,-95.83881,Health Center,402-274-3993,http://www.sedhd.org/,8am-5pm,f,t,f,,https://coronavirus.novanthealth.org/,,,https://www.northcarolinahealthnews.org/2020/03/23/drive-thru-test-sites-come-and-go/,,,POINT (-95.83881 40.39904)
da7cd592-70d1-4de8-ba27-c76636dcd012,f,f,t,f,Fulton County Health Department,402 Troy Avenue,Hickman,Kentucky,,36.5718761,-89.1859024,Public Health Department,270-236-2825,http://www.purchasehealth.com/fulton_co_health_center_hickman.htm,,,,,,,,,provider website,,,POINT (-89.1859024 36.5718761)
f45a9005-3b0f-4f7e-8a3b-5396ec73e670,t,f,t,f,Grays Harbor County Health Department,2109 Sumner Avenue,Aberdeen,WA,,46.9755028,-123.8426148,Public Health Department,360-532-8631,,,,,,"800-525-0127, #",,,,provider website,,,POINT (-123.8426148 46.9755028)
8143a615-3d93-4702-bf2e-828cdac1e947,f,f,t,f,Clermont Health Department,560 West Desoto Street,Clermont,Florida,,28.554256,-81.76436600000001,Public Health Department,352-394-2951,,,,,,,,,,provider website,,,POINT (-81.764366 28.554256)
645cdfff-b6ad-4840-913e-f2321edc4d94,f,t,f,f,Brookfield Board of Health,6 Central Street,Brookfield,MA,,42.215057,-72.10199,Public Health Department,508-867-2930,http://www.brookfieldma.us/healthboard.htm,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-72.10199 42.215057)
6db22c50-4bb6-47fc-8060-863d74658885,f,f,t,f,Kershaw County Health Department,1116 Church Street,Camden,South Carolina,,34.246635,-80.609184,Public Health Department,803-425-6012,,,,,,,,,,provider website,,,POINT (-80.609184 34.246635)
3021ea12-9c0d-4045-a558-b9984e92bada,f,t,f,f,Sherborn Board of Health,19 Washington Street,Sherborn,MA,,42.240784000000005,-71.37105,Public Health Department,508-651-7852,http://health.sherbornma.org/,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-71.37105 42.240784)
8b926aa4-3727-4acf-90d2-44a6d92cc9b5,f,t,f,f,North Andover Health Department,1600 Osgood Street,North Andover,MA,,42.73082,-71.11289000000001,Public Health Department,978-688-9540,http://www.townofnorthandover.com/pages/nandoverma_health/index,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-71.11289 42.73082)
7576cb30-5ba8-45d3-9369-bd5211a8c92e,f,f,t,f,Town of Salem Public Health,270 Hartford Road,Salem,Connecticut,,41.492058,-72.27678,Public Health Department,860-859-3873,http://www.salemct.gov/pages/salemct_health/index,,,,,,,,,provider website,,,POINT (-72.27678 41.492058)
b8c49805-873d-475d-adbd-626d3047a78d,t,f,t,f,Internal Medicine Walk-in Clinic,9500 Euclid Ave.,Cleveland,Ohio,44195.0,41.502823,-81.62172199999999,Public Health Department,,https://my.clevelandclinic.org/locations/directions/448-internal-medicine-walkin-clinic,,,,,855-697-3750,,,,provider website,,,POINT (-81.621722 41.502823)
8b086513-07ef-45bc-a487-16905efc7338,f,f,f,f,New Mexico State Health Department,1850 Copper Loop,Las Cruces,New Mexico,,32.3026639,-106.80588119999999,Public Health Department,575-647-7634,,,f,t,f,,,,,provider website,,,POINT (-106.8058812 32.3026639)
ebbcfeaa-b84b-4354-8039-6006da0ba630,f,f,t,f,Cerro Gordo County Department of Public Health,22 North Georgia Avenue,Mason,Iowa,,43.15205,-93.196236,Public Health Department,641-421-9300,http://www.cghealth.com/,,,,,,,,,provider website,,,POINT (-93.196236 43.15205)
0a9829e1-8af4-4b34-9e33-4e34739ff8cd,f,f,t,f,Northeast Colorado Health Department,77 Main Avenue,Akron,Colorado,,40.158840000000005,-103.21278000000001,Public Health Department,970-345-6562,,,,,,,,,,provider website,,,POINT (-103.21278 40.15884)
6f1c5998-24b2-4702-9826-2c20b45b7197,f,f,t,f,Kentucky Health Department,441 Gorman Hollow Rd,Hazard,Kentucky,,37.238772999999995,-83.19794,Public Health Department,606-439-2361,,,,,,,,,,provider website,,,POINT (-83.19794 37.238773)
75dd81fa-55d1-4317-a800-63cfcd8e6cc5,f,f,t,f,Utah State Health Department,44 North Medical Drive,Salt Lake,Utah,,40.773109999999996,-111.83725,Public Health Department,801-584-8284,,,,,,,,,,provider website,,,POINT (-111.83725 40.77311)
4344f541-e4bc-464b-8d93-96807167ed45,t,t,f,f,Cass County Health Department,110 East Main Street,Beardstown,IL,,40.018153999999996,-90.43478,Public Health Department,217-323-2182,,,f,t,f,,,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/diseases-a-z-list/coronavirus/health-care-providers/PUI-decision-matrix,"2019-nCoV Disclaimer: The contact information in this directory is for the ‘primary contact’ at each local health department and may not be the best point of contact for Novel Coronavirus (2019-nCoV) response activities. While you can still use this information, note that you will likely need to be redirected to a more appropriate contact person at the agency",entity website,,,POINT (-90.43478 40.018154)
10a0c9de-c342-4ccd-a1f5-a48342d895f7,f,f,t,f,Colorado Health Department,222 South 6th Street,Grand Junction,Colorado,,39.0655802,-108.5623178,Public Health Department,970-248-7162,,,,,,,,,,provider website,,,POINT (-108.5623178 39.0655802)
829f81a2-0f40-48f2-9d97-4bf947659777,t,f,t,f,Georgia State Health Department,105 North Ash Street,Jeffersonville,GA,,32.687313,-83.34484,Public Health Department,478-945-3351,https://dph.georgia.gov/,,t,t,f,,,,,provider website,,,POINT (-83.34484 32.687313)
f341e928-96d3-447a-a779-56a2e5765e3f,f,f,t,f,Gadsden County Health Department,680 Maple Street,Chattahoochee,Florida,,30.692954999999998,-84.83747,Public Health Department,850-663-2569,,,,,,,,,,provider website,,,POINT (-84.83747 30.692955)
356ee452-8752-486a-be2a-c65f8182d5fd,f,t,t,f,Jefferson County Health Department,13695 Lock 17 Road,Adger,AL,,33.4552,-87.30875999999999,Public Health Department,205-497-3329,,,,,,,,,,provider website,,,POINT (-87.30876 33.4552)
0c8b5c69-ba73-4cff-8bd3-37887d5e37b4,f,t,t,f,Perry County Health Department,1748 Washington Street,Marion,AL,,32.6115183,-87.3174187,Public Health Department,334-683-6153,,,,,,,,,,provider website,,,POINT (-87.3174187 32.6115183)
e5094730-24cb-4605-a9fc-ab27354f1ffa,t,f,f,f,NYU Winthrop Hospital,259 First Street,Mineola,NY,11501.0,40.7406366,-73.6430449,Public Health Department,516-663-0333,https://nyulangone.org/locations/nyu-winthrop-hospital,,t,t,f,347-377-3708,,,Please note review the latest information here: https://coronavirus.health.ny.gov/home,provider website,,,POINT (-73.6430449 40.7406366)
32371a89-6e59-4354-b69e-0675dc872242,f,f,t,f,Highlands County Health Department,400 South Lake Avenue,Avon Park,Florida,,27.592896999999997,-81.502174,Public Health Department,863-382-7355,,,,,,,,,,provider website,,,POINT (-81.502174 27.592897)
dae5988c-ea3c-4935-982f-d66d59f3268d,f,f,t,f,Waitsfield Public Health Officer,859 Old County Road,Waitsfield,Vermont,,44.194523,-72.8215,Public Health Department,802-496-3338,,,,,,,,,,provider website,,,POINT (-72.8215 44.194523)
